,Label,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_knee_angle,right_knee_angle,angle_for_ardhaChandrasana1,angle_for_ardhaChandrasana2,hand_angle,left_hip_angle,right_hip_angle,neck_angle_uk,left_wrist_angle_bk,right_wrist_angle_bk
0,TRAIN/BaddhaKonasana/Images/BK_10.jpeg,186.9112271190247,174.3907255535542,4.3474569075596765,1.9414863909143854,344.41559883309554,17.116175525837438,309.32907987894976,46.20183306445212,44.222779349121815,76.85513238244926,274.21909534924845,309.2154953240848,10.619655276155145,4.600095666263282
0,TRAIN/BaddhaKonasana/Images/BK_11.jpeg,198.29787784156736,166.42956561483854,13.671307132195828,9.293308599397115,343.1877270997973,17.415370905668166,301.4931922177933,58.50680778220672,55.24408744645863,82.18470645323313,277.99135592681824,312.7974018382342,28.04810575455306,343.3855755108736
0,TRAIN/BaddhaKonasana/Images/BK_12.jpg,183.28417644653533,183.96926345671952,359.591629694432,356.49128049148044,347.87517598090545,14.061038509973336,309.0956168029446,40.446232020841386,33.81965568961057,82.06432228028869,280.82667973058307,311.2233604289066,351.8872232514584,24.070339726280935
0,TRAIN/BaddhaKonasana/Images/BK_13.jpg,202.41224894535318,171.18274119575705,4.723318587058121,4.19072100821538,348.10307861615195,11.987646257135951,291.3820865840345,56.65591155148568,43.98127376657521,66.66069143833673,298.67975207378424,309.2766354189422,315.3978809618346,7.001267557495341
0,TRAIN/BaddhaKonasana/Images/BK_14.jpeg,191.47746351562208,165.5087797578722,12.086250540141483,13.912494676520012,336.2072411184275,20.582534251220512,293.35048353171464,52.70158505120808,54.445335615130745,95.65608165411757,267.2736890060938,324.0902769208223,18.901842395759424,353.88006965635236
0,TRAIN/BaddhaKonasana/Images/BK_15.jpg,242.71429644588048,166.61378846922148,17.179411627577494,19.91103724953736,345.05183145570965,13.54606188186866,312.76882539196873,19.743333383440692,62.836581235624664,95.7974829341164,285.82071515546755,308.7770370580906,317.23117460803127,255.96375653207352
0,TRAIN/BaddhaKonasana/Images/BK_16.jpg,196.97549946792975,157.0204372187199,11.30993247402022,10.500826845720066,343.93714133531813,15.908881978672218,306.73458017372826,54.83857511076557,53.42313846120581,77.38067770656923,281.0130427492472,310.63951240447517,37.30394827798343,359.0917283654527
0,TRAIN/BaddhaKonasana/Images/BK_17.jpg,178.32919547338093,178.01411373822646,2.568154645150438,1.3236610855117363,342.50111539324485,17.687113097627574,303.6041797481397,51.39856268386547,39.15854105913229,76.88130890641125,281.93253823951136,306.02903876644,16.783439290496137,1.7970890584538939
0,TRAIN/BaddhaKonasana/Images/BK_18.jpg,201.5226001079071,158.79973840155782,11.061182461591805,9.608086188151134,328.7967165476422,21.994630713281474,296.64153179020906,57.48581304166539,50.50624750048029,88.98084117393772,279.9262455066517,330.5803160289823,353.1839653289005,17.431932602346972
0,TRAIN/BaddhaKonasana/Images/BK_19.jpeg,218.89251394094055,140.05986884626412,17.466451824835797,20.131639800221986,340.12395188495583,20.293973727576844,320.74703310259684,35.26301172959727,66.50518233081388,76.06142474285711,280.7535485043382,311.46770541610914,104.93141717813755,288.9704078084866
0,TRAIN/BaddhaKonasana/Images/BK_2.jpg,189.68931348109766,167.16736349796705,6.337863500979954,5.830172084604459,345.79277858651784,13.736268305622572,306.55308218765214,47.62433744125652,47.77046093590635,81.52612709397255,280.47525051049604,311.24144431452805,33.39258432420505,2.010963858291147
0,TRAIN/BaddhaKonasana/Images/BK_21.jpg,197.28569704195573,159.01921010263726,8.124828876525589,11.10243679972873,342.3762224880922,18.67856642173322,301.28846742468215,61.89048800064155,51.50478856537257,78.07642210300115,275.05541877105264,324.0759940227824,350.0822812853849,355.74160523182996
0,TRAIN/BaddhaKonasana/Images/BK_22.jpg,183.41393809664098,174.13230232772563,0.3739455782026062,1.1949054500927434,347.94197098174766,10.740646265941695,306.0273733851036,57.23820345441448,41.000333006148054,61.18972610223695,299.387397929967,307.44696285424357,343.2433008999151,17.102728969052382
0,TRAIN/BaddhaKonasana/Images/BK_23.jpg,218.9160537277677,144.69950795785445,16.954641745601307,13.510399122803035,348.1248360202999,12.399872276698005,299.2262163440114,54.97387807461265,59.808776228385724,73.80925671532869,284.4129586459019,312.37071817584956,350.5376777919744,18.034285567129867
0,TRAIN/BaddhaKonasana/Images/BK_24.jpg,199.30247457990842,165.80831529782412,7.997680587191561,8.008491959158029,348.02386755579664,15.009176962799756,281.21539424556363,54.904788735785814,49.16029321051084,83.91147184580483,278.23942301610396,305.87929124086617,349.18799050213835,13.626994859891546
0,TRAIN/BaddhaKonasana/Images/BK_26.jpeg,191.52806113881573,171.4259848953078,7.957800893993787,2.6766233629867866,345.9540920927136,15.388146479378705,298.7530501492089,47.13684334609345,45.60322347045737,82.63297265819564,275.2789525465665,311.8823644929401,30.201189379957952,23.500144463516467
0,TRAIN/BaddhaKonasana/Images/BK_27.png,229.74829597744798,105.38009005372324,30.948099809000162,31.72935612359634,348.0540520784833,12.213810230940533,317.20864110575206,60.758697155308596,86.24843802858749,60.112321057857756,284.4963667237014,304.8266471915084,84.6481815149169,24.743537825476878
0,TRAIN/BaddhaKonasana/Images/BK_28.jpg,197.45443218988103,186.82236427986462,352.4486232114518,14.824170820552862,342.01583798590474,30.40219938549671,327.76862882558873,16.69191272034035,35.98336022631327,69.80310424822291,293.2963809634168,325.70263245132753,347.99086328041267,338.54954298162426
0,TRAIN/BaddhaKonasana/Images/BK_29.jpg,196.30996559919797,162.88878570057875,8.680448667769411,7.514320949570998,343.1374954239267,18.296720431239248,301.99168055425963,57.0345643506985,48.21640448298053,75.17610664551863,285.8384773804198,305.79224014978064,0.5895719234242288,8.68764331421542
0,TRAIN/BaddhaKonasana/Images/BK_3.jpg,190.72278645022058,164.5022182699377,6.410936682326324,6.6992831553596055,341.50232877078196,20.17675668444185,311.9114150724079,42.33899261595596,46.51462001871024,78.84467136549519,275.28834233497685,311.342575468487,9.462322208025622,6.149790414647587
0,TRAIN/BaddhaKonasana/Images/BK_30.jpg,184.39307518969565,171.135043911362,0.9757101336498835,1.8818253813729076,346.08930259484003,14.133029931258594,296.82456727634735,62.20575014533574,38.641647944234506,55.43286189520246,299.7203045851398,306.41929551920515,339.4142023336487,48.731396999160445
0,TRAIN/BaddhaKonasana/Images/BK_31.jpeg,184.2424161094789,175.91228839391098,2.4525055012328303,4.712982305595744,350.1931653713915,12.360573940701045,299.56035446468076,59.79280067833093,42.78233722668307,43.15421916514066,308.37399280256,309.0389648553915,359.8565217201625,349.2395306939719
0,TRAIN/BaddhaKonasana/Images/BK_32.jpg,191.59713838396,170.7451426442426,1.1550820579957715,3.767001822629585,345.8329444773688,13.820121102861133,301.6754687381092,45.000000000000014,41.43211176216024,79.04704595671207,282.2221203850429,305.60702911519235,324.64584425661195,18.434948822922006
0,TRAIN/BaddhaKonasana/Images/BK_33.jpg,196.72631441895396,161.08932893729062,9.525662212263187,10.368718734751054,340.86737006351774,21.02718004096511,316.84656333886056,39.45096949485163,49.20035835583056,87.83398392736699,272.05372824792636,309.8246163025008,11.050086052410398,356.0952534604864
0,TRAIN/BaddhaKonasana/Images/BK_34.jpg,192.44307195682245,164.03847925485556,9.286529709904954,9.361866197265751,337.1330283659313,22.265859263724995,322.6294442427068,42.8447243792085,46.31383636625586,70.63819406656283,278.66603087590954,314.11452877670365,3.6976464518451864,354.5499069513812
0,TRAIN/BaddhaKonasana/Images/BK_35.jpg,203.7132561166473,162.6733702937249,10.427279542437244,8.695972901511617,343.0394968267284,14.941559607892833,302.61320600537715,61.21913939843642,48.24314034770336,65.79652976545964,292.53867363516105,320.42232086274714,349.34268906720735,4.13822030863312
0,TRAIN/BaddhaKonasana/Images/BK_36.jpg,204.25339141077663,151.31045374073432,11.773440371286867,11.828570199481396,345.6392479990364,14.884907969890765,307.7790335474915,51.580346758547,51.891016464289976,71.87621603165246,287.3283905809225,312.8385467185069,6.352261638192516,22.66455743469611
0,TRAIN/BaddhaKonasana/Images/BK_37.jpg,183.03477782339263,182.54721562665242,353.6789463987164,4.832755987134935,347.1234850811826,19.77455841136746,299.8894304182391,40.980417512162546,37.52826607082575,55.96613202717522,295.64859327102454,299.9836616272114,319.76364169072616,339.83078552982175
